;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25378;25378;ALVAREZ,JOSE;   ;SOLICITANDO PE REMITA COPIA DE LAS RESOLUCIONES DE CURSOS DECAPACITACION DE NIVEL INICIAL Y PRIMARIO;CD;R ;PD;14/03/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25442;25442;ALVAREZ,JOSE;   ;SOLICITANDO AL PE DECLARE DE INTERES PCIAL. EL PROGRAMA TELEVISIVO "PULSO AGRARIO";CD;R ;PD;20/03/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25445;25445;ALVAREZ,JOSE;   ;QUE EL PE DECLARE DE INTERES PCIAL. EL PROGRAMA PULSO AGRARIO;CD;D ;PD;20/03/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25407;25407;ALVAREZ,JOSE;   ;SOLICITANDO AL PE INFORME SOBRE VARIOS PUNTOS REFERIDOS ALOS SALDOS DE LOS JUEGOS DE QUINIELA;CD;R ;PD;20/03/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25441;25441;ALVAREZ,JOSE;   ;ADHIRIENDO AL 29 ANIVERSARIO DE EMISION DEL PROGRAMA DE RADIOFONIA "CENAS DE GALA DE CACHO BOUZA";CD;R ;PD;20/03/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25504;25504;ALVAREZ,JOSE;   ;SOLICITANDO PE REPONGA LAS PERDIDAS OCASIONADAS POR INCENDIOQUE AFECTO A LA ESCUELA 4-064 "INTENDENTE JUAN KAIRUZ" DEPALMIRA;CD;D ;PD;28/03/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25667;25667;ALVAREZ,JOSE;   ;DECLARANDO INTERES H. CAMARA LA REALIZACION DEL TORNEOINTERNACIONAL DE TENIS, A LLEVARSE A CABO EN EL TREBOLTENNIS CLUB DE SAN MARTIN;CD;R ;PD;17/04/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25780;25780;ALVAREZ,JOSE;   ;QUE PE DECLARE LA EMERGENCIA AGROPECUARIA A DISTRITOS DESAN MARTIN, JUNIN, RIVADAVIA, SANTA ROSA Y LA PAZ;CD;D ;PD;02/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25771;25771;ALVAREZ,JOSE;   ;ADHIRIENDO AL 50 ANIVERSARIO DE LA CREACION DE LA CAMARA DECOMERCIO, INDUSTRIA Y AGRICULTURA DE SAN MARTIN;CD;R ;PD;02/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25878;25878;ALVAREZ,JOSE;   ;QUE EL PE REALICE GESTIONES PARA SUSPENDER LAS ACCIONES JUDICIALES INICIADAS POR LA FUNDACION SPAS CONTRA LOS PRODUCTORES DE LA ZONA ESTE DE LA PCIA.;CD;D ;PD;10/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25881;25881;ALVAREZ,JOSE;   ;QUE EL PE REALICE GESTIONES PARA CREAR UN DESTACAMENTO POLICIAL EN EL DISTRITO BUEN ORDEN, DEPTO. SAN MARTIN;CD;D ;PD;10/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25882;25882;ALVAREZ,JOSE;   ;QUE EL PE REALICE GESTIONES PARA CREAR UN DESTACAMENTO POLICIAL EN EL BARRIO VILLA DEL CARMEN EN DPTO. SAN MARTIN;CD;D ;PD;10/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25880;25880;ALVAREZ,JOSE;   ;QUE EL PE  REALICE LAS GESTIONES PARA CREAR UN CENTRO DE SALUD EN EL NANGO, DISTRITO MONTECASEROS, SAN MARTIN;CD;D ;PD;10/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=25932;25932;ALVAREZ,JOSE;   ;SOLICITANDO PE DE CUMPLIMIENTO A LA LEY 6658, RESPECTO A LACONSTRUCCION DEL PARQUE DE SERVICIOS E INDUSTRIAS PALMIRA;CD;R ;PD;18/05/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26236;26236;ALVAREZ,JOSE;   ;QUE PE CREARA UN CENTRO DE SALUD EN EL DISTRITO LA CENTRAL,DEPTO SAN MARTIN;CD;D ;PD;27/06/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26264;26264;ALVAREZ,JOSE;   ;QUE PE GESTIONE LA INSTACION DE UNA OFICINA DEL REGISTROCIVIL EN EL DISTRITO EL CENTRAL DEL DEPTO. SAN MARTIN;CD;D ;PD;29/06/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26303;26303;ALVAREZ,JOSE;   ;PROHIBIENDO LAS DEMORAS POR UN TIEMPO MAYOR A LOS QUINCE MINUTOS DE ESPERA EN VENTANILLA Y/O CAJEROS AUTOMAT. EN INSTIT.FINANC.Y NO FINANC. PARA COBRANZAS DE IMPUESTOS Y SERV. PUB.;CD;L ;PD;05/07/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26355;26355;ALVAREZ,JOSE;   ;QUE DIPUTADO NACIONALES POR MENDOZA REALICEN GESTIONES PARADECLARAR DE INTERES NACIONAL EL PROYECTO PIERRE AUGER;CD;D ;PD;13/07/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26365;26365;ALVAREZ,JOSE;   ;SOLICITANDO AL PE QUE A TRAVES DEL MINIST. DE AMB. Y OP Y DELA DIRECC.PCIAL. DE VIALIDAD, SE REALICE LA REPARACION DE LA CAPA ASFALTICA DEL CARRIL MONTECASEROS;CD;RG;PD;18/07/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26374;26374;ALVAREZ,JOSE;   ;QUE EL PE AGILICE GESTIONES PARA DECLARAR ZONA LIBRE DE LAMOSCA DEL MEDITERRANEO LOS OASIS DEL VALLE DE UCO Y SUR DELA PROVINCIA;CD;D ;PD;20/07/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26426;26426;ALVAREZ,JOSE;   ;AUTORIZANDO AL MINIST. DE ECONOMIA A INICIAR ACCIONES JUDICIALES PARA RECUPERAR LA EX FABRICA NOEL DE PALMIRA, GRAL. SANMARTIN;CD;L ;PD;28/07/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26848;26848;ALVAREZ,JOSE;   ;SOLICITANDO MIN.AMB.O.P. INFORME SOBRE CONSTRUCCION CENTROSALUD DE EL NANGO, DISTRITO MONTECASEROS, SAN MARTIN;CD;R ;PD;26/09/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=26847;26847;ALVAREZ,JOSE;   ;SOLICITANDO MIN.AMB.O.P. INFORME SOBRE CONSTRUCCION DELDESTACAMENTO POLICIAL EN EL DISTRITO BUEN ORDEN, SAN MARTIN;CD;R ;PD;26/09/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27211;27211;ALVAREZ,JOSE;PELTIER   ;SOLICITANDO AL MINIST. DE DESARR. SOC. Y SALUD INFORME SOBREEL PLAN DE INTEGRACION Y DESARROLLO SOCIAL "ENTRE TODOS" DELDEPTO. SAN MARTIN;CD;R ;PD;15/11/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27244;27244;ALVAREZ,JOSE;   ;QUE D.G.I. SUSPENDA TODA MEDIDAS DE CORTE DE SUMINISTRO DEAGUA A LOS PEQUENOS Y MEDIANOS PRODUCTORES DE LA ZONA ESTEQUE SE ENCUENTRAN AFECTADOS POR ESTA MEDIDA;CD;D ;PD;21/11/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27379;27379;ALVAREZ,JOSE;   ;QUE PE RECONOZCA A DISTINTOS EFECTIVOS D ELA POLICIA DE MZA.POR SU LABOR REALIZADA EN EL DEPARTAMENTO SAN MARTIN;CD;D ;PD;12/12/2000
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27669;27669;ALVAREZ,JOSE;   ;SOLICITANDO PE INFORME SOBRE DATOS ESTADISTICOS DE LSJEFATURA DEPARTAMENTO DE SAN MARTIN, RESPECTO A LOS INDICESDE DELITOS EN DICHO DEPARTAMENTO;CD;R ;PD;14/02/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27806;27806;ALVAREZ,JOSE;   ;DECLARANDO INTERES H. CAMARA EL PROGRAMA RADIAL "CENAS DEGALAS DE CACHO BOUZA";CD;R ;PD;09/03/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27831;27831;ALVAREZ,JOSE;   ;QUE D.G.E. DISPONGA DOTACION DE 10 COMPUTADORAS, QUE SERANDESTINADAS AL AULA DE INFORMATICA DE LA ESCUELA 1-071"MARTIN MIGUEL DE GUEMES";CD;D ;PD;13/03/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=27912;27912;ALVAREZ,JOSE;POBLETE   ;SOLICITANDO AL MINIST. DE JUSTICIA Y SEGURIDAD ELEVE AL RANGO DE SUBCOMISARIA AL DESTACAMENTO POLICIAL DE MONTECASEROSSAN MARTIN DOTANDOLO DE MOVILES Y PERSONAL;CD;D ;PD;27/03/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=28152;28152;ALVAREZ,JOSE;   ;QUE PE DISTINGA A LOS AGENTES DE POLICIA DANIEL DIAZ Y ABELARAUJO, DEL DESTACAMENTO POLICIAL MONTECASEROS, DEPTO.SAN MARTIN;CD;D ;PD;07/05/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=28417;28417;ALVAREZ,JOSE;   ;SOLICITANDO MIN.DES.SOC.SAL. INFORME SOBRE STOCK DE SUEROS YANTIDOTOS CONTRA PICADURAS DE ARACNIDOS EXISTENTES EN ELHOSPITAL SCHESTAKOW SAN RAFAEL;CD;R ;PD;26/06/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=28465;28465;ALVAREZ,JOSE;   ;SOLICITANDO D.G.E. INFORME SOBRE EL ACCIDENTE DEL ALUMNOSEBASTIAN EXPOSITO DE LA ESCUELA TECNICA 4-039 DE CRUZ DEPIEDRA, MAIPU;CD;R ;PD;03/07/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=28500;28500;ALVAREZ,JOSE;   ;QUE EL PE DESTINE LA PARTIDA DE $50.000 ASIGNADA A LA ESCUELA LUIS M. DRAGO 1-591, PARA LA CONSTRUCCION DE UNA CASA PARA EL CELADOR DE DICHA ESCUELA;CD;D ;PD;10/07/2001
;http://www.hcdmza.gov.ar/proy/viewer.php?nro=28528;28528;ALVAREZ,JOSE;   ;SOLICITANDO DIR.REC.NAT. INFORME SOBRE POLITICA DE FISCALIZ.Y CONTROL DE LA PODA EN EL ARBOLADO PUBLICO;CD;R ;PD;13/07/2001
